교통수단별,기준연월,목적,성별,연령,인원수
김해,2024-01-31,관광,남성,21~30세,3414
부산,2024-01-31,관광,남성,21~30세,283
인천,2024-01-31,관광,남성,21~30세,163
인천공항,2024-01-31,관광,남성,21~30세,39314
제주공항,2024-01-31,관광,남성,21~30세,7264
제주항,2024-01-31,관광,남성,21~30세,110
기타공항,2024-01-31,기타,남성,21~30세,46
기타항구,2024-01-31,기타,남성,21~30세,16
김포,2024-01-31,기타,남성,21~30세,209
김해,2024-01-31,기타,남성,21~30세,514
부산,2024-01-31,기타,남성,21~30세,5
인천,2024-01-31,기타,남성,21~30세,2
인천공항,2024-01-31,기타,남성,21~30세,10874
제주공항,2024-01-31,기타,남성,21~30세,35
기타공항,2024-01-31,상용,남성,21~30세,6
기타항구,2024-01-31,상용,남성,21~30세,1
김포,2024-01-31,상용,남성,21~30세,36
김해,2024-01-31,상용,남성,21~30세,55
부산,2024-01-31,상용,남성,21~30세,1
인천공항,2024-01-31,상용,남성,21~30세,876
제주공항,2024-01-31,상용,남성,21~30세,7
기타공항,2024-01-31,유학연수,남성,21~30세,45
기타항구,2024-01-31,유학연수,남성,21~30세,3
김포,2024-01-31,유학연수,남성,21~30세,178
김해,2024-01-31,유학연수,남성,21~30세,364
부산,2024-01-31,유학연수,남성,21~30세,9
인천,2024-01-31,유학연수,남성,21~30세,6
인천공항,2024-01-31,유학연수,남성,21~30세,4120
제주공항,2024-01-31,유학연수,남성,21~30세,27
기타공항,2024-01-31,공용,남성,31~40세,10
기타항구,2024-01-31,공용,남성,31~40세,1
김포,2024-01-31,공용,남성,31~40세,27
김해,2024-01-31,공용,남성,31~40세,21
인천공항,2024-01-31,공용,남성,31~40세,379
제주공항,2024-01-31,공용,남성,31~40세,1
기타공항,2024-01-31,관광,남성,31~40세,560
기타항구,2024-01-31,관광,남성,31~40세,1304
김포,2024-01-31,관광,남성,31~40세,4838
김해,2024-01-31,관광,남성,31~40세,4520
부산,2024-01-31,관광,남성,31~40세,243
인천,2024-01-31,관광,남성,31~40세,423
인천공항,2024-01-31,관광,남성,31~40세,43297
제주공항,2024-01-31,관광,남성,31~40세,5182
